id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
141,the first one has a narrow 0 in the date while the second and the third have a broad 0 in different positions ,the first has a wide 0 in the date while the second and the third have a narrow 0 in different positions ,0,0,56.30283397674085,Khác nhau
142,drew springer jr a businessman from münster in cooke county has represented dickens county in texas house of representatives since january 2013 ,since january 2013 drew springer jr a businessman from münster in dickens county has represented cooke county in the texas house of representatives ,0,0,69.49829282904467,Khác nhau
143,they established several churches and monasteries and founded new centers of christianity ,they built new churches and monasteries and established several centers of christianity ,0,0,63.14861565432377,Khác nhau
144,kurt treu 15 september 1928 in vienna austria 6 june 1991 in karja saare county estonia was a german classical philologist ,kurt treu 15 september 1928 in vienna austria june 6 1991 in karja saare county estonia was a classical german philologist ,1,1,50.77644653902597,Đạo văn/Trùng lặp
145,between 1885 and 1978 the following ships were used from malta to gozo ,between 1885 and 1978 the following ships were used from gozo to malta ,0,0,61.74462534196614,Khác nhau
146,peterson wore 52 on his uniform during his rookie season and switched to 19 in 1967 after bob friend was traded to the new york mets ,peterson wore at his uniform during his rookie season 52 and changed over to 19 in 1967 after bob friend was traded on the new york mets ,1,1,62.224384133287224,Đạo văn/Trùng lặp
147,suzanne ashworth also dick is a fictional figure from the british channel 4 soap opera hollyoaks played by suzanne hall ,dick also suzanne ashworth is a fictional character from the british channel 4 soap opera hollyoaks played by suzanne hall ,1,1,70.17535199067065,Đạo văn/Trùng lặp
148,alaattin çakıcı was apprehended in france in august 1998 carrying a red government official passport issued by ataç at the turkish embassy in beijing ,ataç was arrested in august 1998 in france with a red government official passport issued by alaattin çakıcı at the turkish embassy in beijing ,0,0,90.31633442448368,Khác nhau
149,the 2012 season of the esiliiga the second level in the estonian football system is the twentythird season in the league s history ,the 2012 esiliiga season the third stage in the estonian football system is the twentysecond season in the history of the league ,0,0,81.39851517152717,Khác nhau
150,he is also the brother of the author alison gordon and the grandson of writer ralph connor ,he is also the brother of the novelist ralph connor and the grandson of the writer alison gordon ,0,0,75.22146078216959,Khác nhau
151,sites were selected at maiduguri kaduna lagos minna kano and oshogbo ,sites were selected in maiduguri oshogbo lagos minna kano and kaduna ,1,1,87.30720410492616,Đạo văn/Trùng lặp
152,171 were german 124 finnish 105 norwegian 94 italian 64 irish and 59 of swedish descent ,171 were german 124 finnish 105 norwegian 94 italian 64 swedish and 59 of irish extraction ,0,1,65.63161962532044,Đạo văn/Trùng lặp
153,in 2002 global exchange was awarded the domestic human rights award by crla and international ngo based in san francisco ,in 2002 the global exchange was awarded the domestic human rights award by crla and the international ngo based in san francisco ,1,0,68.06598427544156,Khác nhau
154,eoacmaea albonotata is a species of sea snail a true limpet a marine gastropod mollusk in the eoacmaeidae family one of the families of true limpets ,eoacmaea albonotata is a species of sea snail a true limpet a true gastropod mollusk in the eoacmaeidae family one of the marinelimpets families ,0,0,67.32430730507801,Khác nhau
155,white was born in pei educated in toronto and lived in halifax she has a ba in english from dalhousie university ,she was born in pei studied in toronto and lived in halifax and has a ba in english from dalhousie university ,1,0,57.85192064010815,Khác nhau
156,however the united states later forced other nations and american companies to restrict trade with cuba with foreign subsidiaries ,however the united states later pressured other nations and foreign companies with american subsidiaries to restrict trade with cuba ,0,1,53.86159140018136,Đạo văn/Trùng lặp
157,in 1902 he died apparently by suicide his daughter bertha inherited the company and shortly thereafter married henry bohlen the grandson of gustav halbach ,in 1902 he apparently died by suicide his daughter bertha inherited the company and shortly afterwards married gustav halbach grandson of henry bohlen ,0,1,63.75699667212024,Đạo văn/Trùng lặp
158,from a vedic point of view these 11 yoga upanishads belong to the vedantic shaka school ,these 11 yoga upanishads belong to the vedantic shaka school from a vedantic point of view ,1,0,56.48174129685004,Khác nhau
159,the baldwins lived in washington dc robert baldwin died in 1977 and helen baldwin died from the disease of lou gehrig on march 14 1998 ,the baldwins lived in washington dc helen baldwin died in 1977 and robert baldwin died from the disease of lou gehrig on march 14 1998 ,0,0,77.89991155084009,Khác nhau
160,he grew up in greater london and finally lived in surbiton with his parents then in surrey now in sussex ,he grew up in greater london and eventually lived with his parents in surbiton then in surrey now in sussex ,1,0,52.66899634640143,Khác nhau
161,denise foster is a survivor of an attack by sanchez when she was 17 years old near railroad tracks in buffalo new york ,denise foster is a survivor of an attack by sanchez when she was 17 years old near the railroad tracks in buffalo new york ,1,1,68.38437414549679,Đạo văn/Trùng lặp
162,the most important rivers of the district are the willkanuta on the western border of the district and the sallqa mayu one of its rightwing tributaries ,the most important rivers of the area are the willkanuta on the right border of the district and the sallqa mayu one of its western inflows ,0,1,50.81540162614356,Đạo văn/Trùng lặp
163,the layout of belmont is similar to that of twin pines park and other parks in davey glen park ,the belmont layout is similar to that of twin pines park and other parks in davey glen park ,1,1,62.9135574766187,Đạo văn/Trùng lặp
164,in 2015 and now serves as professor emeritus he is also recognized as an honorary associate professor at the hong kong institute for teacher education ,in 2015 he is also an emeritus professor and is now recognized as honorary associate professor at the hong kong institute for teacher education ,0,1,65.68984457620752,Đạo văn/Trùng lặp
165,the thrash metal group anthrax opened kiss at the thomas mack show in costa mesa and at the pacific amphitheatre show in las vegas ,the thrash metal group anthrax opened for kiss at the thomas mack show in costa mesa and at the pacific amphitheatre show in las vegas ,1,0,51.411311133876204,Khác nhau
166,according to the bureau of meteorology the lowest temperature ever recorded in toowoomba was on 12 february 2017 while the highest was on 12 july 1965 ,according to the bureau of meteorology the lowest temperature ever recorded in toowoomba was on 12 february 2017 while the highest was 12 july 1965 ,1,1,63.095925752796674,Đạo văn/Trùng lặp
